m,n,beta,d,b_batch,seed,gap
100,4900,0.75,2,1,42,2.0
100,4900,0.75,2,1,67,2.0
100,4900,0.75,2,1,77,3.0
100,4900,0.75,2,1,69,2.0
100,4900,0.75,2,1,13,2.0
100,4900,0.75,2,1,28430,2.0
100,4900,0.75,2,1,44015,2.0
100,4900,0.75,2,1,42699,2.0
100,4900,0.75,2,1,57975,2.0
100,4900,0.75,2,1,32146,2.0
100,4900,1.0,2,1,42,2.0
100,4900,1.0,2,1,67,2.0
100,4900,1.0,2,1,77,2.0
100,4900,1.0,2,1,69,2.0
100,4900,1.0,2,1,13,2.0
100,4900,1.0,2,1,28430,2.0
100,4900,1.0,2,1,44015,2.0
100,4900,1.0,2,1,42699,2.0
100,4900,1.0,2,1,57975,2.0
100,4900,1.0,2,1,32146,2.0
100,4950,0.0,2,1,42,2.5
100,4950,0.0,2,1,67,3.5
100,4950,0.0,2,1,77,2.5
100,4950,0.0,2,1,69,4.5
100,4950,0.0,2,1,13,2.5
100,4950,0.0,2,1,28430,3.5
100,4950,0.0,2,1,44015,3.5
100,4950,0.0,2,1,42699,2.5
100,4950,0.0,2,1,57975,2.5
100,4950,0.0,2,1,32146,3.5
100,4950,0.25,2,1,42,2.5
100,4950,0.25,2,1,67,2.5
100,4950,0.25,2,1,77,2.5
100,4950,0.25,2,1,69,3.5
100,4950,0.25,2,1,13,2.5
100,4950,0.25,2,1,28430,2.5
100,4950,0.25,2,1,44015,1.5
100,4950,0.25,2,1,42699,2.5
100,4950,0.25,2,1,57975,2.5
100,4950,0.25,2,1,32146,2.5
100,4950,0.5,2,1,42,1.5
100,4950,0.5,2,1,67,2.5
100,4950,0.5,2,1,77,2.5
100,4950,0.5,2,1,69,2.5
100,4950,0.5,2,1,13,2.5
100,4950,0.5,2,1,28430,2.5
100,4950,0.5,2,1,44015,2.5
100,4950,0.5,2,1,42699,1.5
100,4950,0.5,2,1,57975,2.5
100,4950,0.5,2,1,32146,2.5
100,4950,0.75,2,1,42,2.5
100,4950,0.75,2,1,67,2.5
100,4950,0.75,2,1,77,2.5
100,4950,0.75,2,1,69,2.5
100,4950,0.75,2,1,13,2.5
100,4950,0.75,2,1,28430,2.5
100,4950,0.75,2,1,44015,2.5
100,4950,0.75,2,1,42699,2.5
100,4950,0.75,2,1,57975,2.5
100,4950,0.75,2,1,32146,2.5
100,4950,1.0,2,1,42,1.5
100,4950,1.0,2,1,67,2.5
100,4950,1.0,2,1,77,1.5
100,4950,1.0,2,1,69,1.5
100,4950,1.0,2,1,13,1.5
100,4950,1.0,2,1,28430,1.5
100,4950,1.0,2,1,44015,1.5
100,4950,1.0,2,1,42699,1.5
100,4950,1.0,2,1,57975,1.5
100,4950,1.0,2,1,32146,1.5
100,5000,0.0,2,1,42,3.0
100,5000,0.0,2,1,67,3.0
100,5000,0.0,2,1,77,3.0
100,5000,0.0,2,1,69,4.0
100,5000,0.0,2,1,13,3.0
100,5000,0.0,2,1,28430,3.0
100,5000,0.0,2,1,44015,3.0
100,5000,0.0,2,1,42699,3.0
100,5000,0.0,2,1,57975,4.0
100,5000,0.0,2,1,32146,3.0
100,5000,0.25,2,1,42,2.0
100,5000,0.25,2,1,67,2.0
100,5000,0.25,2,1,77,2.0
100,5000,0.25,2,1,69,3.0
100,5000,0.25,2,1,13,2.0
100,5000,0.25,2,1,28430,2.0
100,5000,0.25,2,1,44015,3.0
100,5000,0.25,2,1,42699,2.0
100,5000,0.25,2,1,57975,2.0
100,5000,0.25,2,1,32146,2.0
100,5000,0.5,2,1,42,2.0
100,5000,0.5,2,1,67,2.0
100,5000,0.5,2,1,77,2.0
100,5000,0.5,2,1,69,2.0
100,5000,0.5,2,1,13,2.0
100,5000,0.5,2,1,28430,3.0
100,5000,0.5,2,1,44015,3.0
100,5000,0.5,2,1,42699,2.0
100,5000,0.5,2,1,57975,2.0
100,5000,0.5,2,1,32146,2.0
100,5000,0.75,2,1,42,2.0
100,5000,0.75,2,1,67,2.0
100,5000,0.75,2,1,77,2.0
100,5000,0.75,2,1,69,2.0
100,5000,0.75,2,1,13,2.0
100,5000,0.75,2,1,28430,2.0
100,5000,0.75,2,1,44015,2.0
100,5000,0.75,2,1,42699,2.0
100,5000,0.75,2,1,57975,3.0
100,5000,0.75,2,1,32146,2.0
100,5000,1.0,2,1,42,2.0
100,5000,1.0,2,1,67,2.0
100,5000,1.0,2,1,77,2.0
100,5000,1.0,2,1,69,2.0
100,5000,1.0,2,1,13,2.0
100,5000,1.0,2,1,28430,2.0
100,5000,1.0,2,1,44015,2.0
100,5000,1.0,2,1,42699,2.0
100,5000,1.0,2,1,57975,2.0
100,5000,1.0,2,1,32146,2.0
100,5050,0.0,2,1,42,2.5
100,5050,0.0,2,1,67,2.5
100,5050,0.0,2,1,77,2.5
100,5050,0.0,2,1,69,4.5
100,5050,0.0,2,1,13,2.5
100,5050,0.0,2,1,28430,4.5
100,5050,0.0,2,1,44015,2.5
100,5050,0.0,2,1,42699,2.5
100,5050,0.0,2,1,57975,3.5
100,5050,0.0,2,1,32146,2.5
100,5050,0.25,2,1,42,2.5
100,5050,0.25,2,1,67,2.5
100,5050,0.25,2,1,77,2.5
100,5050,0.25,2,1,69,2.5
100,5050,0.25,2,1,13,2.5
100,5050,0.25,2,1,28430,2.5
100,5050,0.25,2,1,44015,3.5
100,5050,0.25,2,1,42699,2.5
100,5050,0.25,2,1,57975,2.5
100,5050,0.25,2,1,32146,1.5
100,5050,0.5,2,1,42,3.5
100,5050,0.5,2,1,67,2.5
100,5050,0.5,2,1,77,1.5
100,5050,0.5,2,1,69,2.5
100,5050,0.5,2,1,13,2.5
100,5050,0.5,2,1,28430,2.5
100,5050,0.5,2,1,44015,2.5
100,5050,0.5,2,1,42699,2.5
100,5050,0.5,2,1,57975,2.5
100,5050,0.5,2,1,32146,2.5
100,5050,0.75,2,1,42,1.5
100,5050,0.75,2,1,67,1.5
100,5050,0.75,2,1,77,1.5
100,5050,0.75,2,1,69,1.5
100,5050,0.75,2,1,13,2.5
100,5050,0.75,2,1,28430,1.5
100,5050,0.75,2,1,44015,2.5
100,5050,0.75,2,1,42699,2.5
100,5050,0.75,2,1,57975,3.5
100,5050,0.75,2,1,32146,1.5
100,5050,1.0,2,1,42,1.5
100,5050,1.0,2,1,67,2.5
100,5050,1.0,2,1,77,2.5
100,5050,1.0,2,1,69,1.5
100,5050,1.0,2,1,13,1.5
100,5050,1.0,2,1,28430,1.5
100,5050,1.0,2,1,44015,2.5
100,5050,1.0,2,1,42699,1.5
100,5050,1.0,2,1,57975,2.5
100,5050,1.0,2,1,32146,2.5
100,5100,0.0,2,1,42,4.0
100,5100,0.0,2,1,67,4.0
100,5100,0.0,2,1,77,4.0
100,5100,0.0,2,1,69,4.0
100,5100,0.0,2,1,13,3.0
100,5100,0.0,2,1,28430,4.0
100,5100,0.0,2,1,44015,3.0
100,5100,0.0,2,1,42699,3.0
100,5100,0.0,2,1,57975,3.0
100,5100,0.0,2,1,32146,2.0
100,5100,0.25,2,1,42,3.0
100,5100,0.25,2,1,67,2.0
100,5100,0.25,2,1,77,3.0
100,5100,0.25,2,1,69,2.0
100,5100,0.25,2,1,13,2.0
100,5100,0.25,2,1,28430,2.0
100,5100,0.25,2,1,44015,3.0
100,5100,0.25,2,1,42699,3.0
100,5100,0.25,2,1,57975,3.0
100,5100,0.25,2,1,32146,2.0
100,5100,0.5,2,1,42,4.0
100,5100,0.5,2,1,67,3.0
100,5100,0.5,2,1,77,2.0
100,5100,0.5,2,1,69,3.0
100,5100,0.5,2,1,13,2.0
100,5100,0.5,2,1,28430,2.0
100,5100,0.5,2,1,44015,3.0
100,5100,0.5,2,1,42699,2.0
100,5100,0.5,2,1,57975,2.0
100,5100,0.5,2,1,32146,2.0
100,5100,0.75,2,1,42,2.0
100,5100,0.75,2,1,67,2.0
100,5100,0.75,2,1,77,2.0
100,5100,0.75,2,1,69,2.0
100,5100,0.75,2,1,13,2.0
100,5100,0.75,2,1,28430,2.0
100,5100,0.75,2,1,44015,3.0
100,5100,0.75,2,1,42699,2.0
100,5100,0.75,2,1,57975,3.0
100,5100,0.75,2,1,32146,2.0
100,5100,1.0,2,1,42,2.0
100,5100,1.0,2,1,67,2.0
100,5100,1.0,2,1,77,2.0
100,5100,1.0,2,1,69,2.0
100,5100,1.0,2,1,13,2.0
100,5100,1.0,2,1,28430,2.0
100,5100,1.0,2,1,44015,2.0
100,5100,1.0,2,1,42699,2.0
100,5100,1.0,2,1,57975,3.0
100,5100,1.0,2,1,32146,2.0
100,5150,0.0,2,1,42,3.5
100,5150,0.0,2,1,67,3.5
100,5150,0.0,2,1,77,3.5
100,5150,0.0,2,1,69,3.5
100,5150,0.0,2,1,13,3.5
100,5150,0.0,2,1,28430,3.5
100,5150,0.0,2,1,44015,3.5
100,5150,0.0,2,1,42699,2.5
100,5150,0.0,2,1,57975,2.5
100,5150,0.0,2,1,32146,2.5
100,5150,0.25,2,1,42,2.5
100,5150,0.25,2,1,67,2.5
100,5150,0.25,2,1,77,2.5
100,5150,0.25,2,1,69,2.5
100,5150,0.25,2,1,13,2.5
100,5150,0.25,2,1,28430,1.5
100,5150,0.25,2,1,44015,2.5
100,5150,0.25,2,1,42699,3.5
100,5150,0.25,2,1,57975,2.5
100,5150,0.25,2,1,32146,2.5
100,5150,0.5,2,1,42,4.5
100,5150,0.5,2,1,67,2.5
100,5150,0.5,2,1,77,2.5
100,5150,0.5,2,1,69,2.5
100,5150,0.5,2,1,13,2.5
100,5150,0.5,2,1,28430,2.5
100,5150,0.5,2,1,44015,2.5
100,5150,0.5,2,1,42699,2.5
100,5150,0.5,2,1,57975,1.5
100,5150,0.5,2,1,32146,2.5
100,5150,0.75,2,1,42,1.5
100,5150,0.75,2,1,67,1.5
100,5150,0.75,2,1,77,2.5
100,5150,0.75,2,1,69,1.5
100,5150,0.75,2,1,13,1.5
100,5150,0.75,2,1,28430,2.5
100,5150,0.75,2,1,44015,2.5
100,5150,0.75,2,1,42699,2.5
100,5150,0.75,2,1,57975,2.5
100,5150,0.75,2,1,32146,1.5
100,5150,1.0,2,1,42,2.5
100,5150,1.0,2,1,67,2.5
100,5150,1.0,2,1,77,1.5
100,5150,1.0,2,1,69,1.5
100,5150,1.0,2,1,13,1.5
100,5150,1.0,2,1,28430,1.5
100,5150,1.0,2,1,44015,1.5
100,5150,1.0,2,1,42699,1.5
100,5150,1.0,2,1,57975,2.5
100,5150,1.0,2,1,32146,2.5
100,5200,0.0,2,1,42,3.0
100,5200,0.0,2,1,67,3.0
100,5200,0.0,2,1,77,4.0
100,5200,0.0,2,1,69,3.0
100,5200,0.0,2,1,13,3.0
100,5200,0.0,2,1,28430,4.0
100,5200,0.0,2,1,44015,3.0
100,5200,0.0,2,1,42699,3.0
100,5200,0.0,2,1,57975,3.0
100,5200,0.0,2,1,32146,2.0
100,5200,0.25,2,1,42,2.0
100,5200,0.25,2,1,67,2.0
100,5200,0.25,2,1,77,3.0
100,5200,0.25,2,1,69,4.0
100,5200,0.25,2,1,13,2.0
100,5200,0.25,2,1,28430,3.0
100,5200,0.25,2,1,44015,3.0
100,5200,0.25,2,1,42699,3.0
100,5200,0.25,2,1,57975,3.0
100,5200,0.25,2,1,32146,2.0
100,5200,0.5,2,1,42,4.0
100,5200,0.5,2,1,67,2.0
100,5200,0.5,2,1,77,2.0
100,5200,0.5,2,1,69,3.0
100,5200,0.5,2,1,13,2.0
100,5200,0.5,2,1,28430,2.0
100,5200,0.5,2,1,44015,3.0
100,5200,0.5,2,1,42699,2.0
100,5200,0.5,2,1,57975,3.0
100,5200,0.5,2,1,32146,2.0
100,5200,0.75,2,1,42,2.0
100,5200,0.75,2,1,67,2.0
100,5200,0.75,2,1,77,3.0
100,5200,0.75,2,1,69,2.0
100,5200,0.75,2,1,13,2.0
100,5200,0.75,2,1,28430,2.0
100,5200,0.75,2,1,44015,2.0
100,5200,0.75,2,1,42699,2.0
100,5200,0.75,2,1,57975,2.0
100,5200,0.75,2,1,32146,2.0
100,5200,1.0,2,1,42,3.0
100,5200,1.0,2,1,67,2.0
100,5200,1.0,2,1,77,2.0
100,5200,1.0,2,1,69,2.0
100,5200,1.0,2,1,13,2.0
100,5200,1.0,2,1,28430,3.0
100,5200,1.0,2,1,44015,2.0
100,5200,1.0,2,1,42699,2.0
100,5200,1.0,2,1,57975,2.0
100,5200,1.0,2,1,32146,2.0
100,5250,0.0,2,1,42,2.5
100,5250,0.0,2,1,67,2.5
100,5250,0.0,2,1,77,3.5
100,5250,0.0,2,1,69,3.5
100,5250,0.0,2,1,13,2.5
100,5250,0.0,2,1,28430,3.5
100,5250,0.0,2,1,44015,3.5
100,5250,0.0,2,1,42699,3.5
100,5250,0.0,2,1,57975,3.5
100,5250,0.0,2,1,32146,1.5
100,5250,0.25,2,1,42,1.5
100,5250,0.25,2,1,67,2.5
100,5250,0.25,2,1,77,3.5
100,5250,0.25,2,1,69,3.5
100,5250,0.25,2,1,13,1.5
100,5250,0.25,2,1,28430,2.5
100,5250,0.25,2,1,44015,2.5
100,5250,0.25,2,1,42699,2.5
100,5250,0.25,2,1,57975,2.5
100,5250,0.25,2,1,32146,1.5
100,5250,0.5,2,1,42,3.5
100,5250,0.5,2,1,67,2.5
100,5250,0.5,2,1,77,2.5
100,5250,0.5,2,1,69,3.5
100,5250,0.5,2,1,13,2.5
100,5250,0.5,2,1,28430,2.5
100,5250,0.5,2,1,44015,2.5
100,5250,0.5,2,1,42699,1.5
100,5250,0.5,2,1,57975,2.5
100,5250,0.5,2,1,32146,1.5
100,5250,0.75,2,1,42,1.5
100,5250,0.75,2,1,67,1.5
100,5250,0.75,2,1,77,2.5
100,5250,0.75,2,1,69,1.5
100,5250,0.75,2,1,13,1.5
100,5250,0.75,2,1,28430,1.5
100,5250,0.75,2,1,44015,1.5
100,5250,0.75,2,1,42699,1.5
100,5250,0.75,2,1,57975,3.5
100,5250,0.75,2,1,32146,2.5
100,5250,1.0,2,1,42,2.5
100,5250,1.0,2,1,67,2.5
100,5250,1.0,2,1,77,1.5
100,5250,1.0,2,1,69,1.5
100,5250,1.0,2,1,13,2.5
100,5250,1.0,2,1,28430,2.5
100,5250,1.0,2,1,44015,2.5
100,5250,1.0,2,1,42699,1.5
100,5250,1.0,2,1,57975,1.5
100,5250,1.0,2,1,32146,1.5
100,5300,0.0,2,1,42,3.0
100,5300,0.0,2,1,67,3.0
100,5300,0.0,2,1,77,3.0
100,5300,0.0,2,1,69,3.0
100,5300,0.0,2,1,13,2.0
100,5300,0.0,2,1,28430,3.0
100,5300,0.0,2,1,44015,4.0
100,5300,0.0,2,1,42699,3.0
100,5300,0.0,2,1,57975,3.0
100,5300,0.0,2,1,32146,3.0
100,5300,0.25,2,1,42,2.0
100,5300,0.25,2,1,67,2.0
100,5300,0.25,2,1,77,3.0
100,5300,0.25,2,1,69,3.0
100,5300,0.25,2,1,13,3.0
100,5300,0.25,2,1,28430,3.0
100,5300,0.25,2,1,44015,2.0
100,5300,0.25,2,1,42699,3.0
100,5300,0.25,2,1,57975,3.0
100,5300,0.25,2,1,32146,3.0
100,5300,0.5,2,1,42,3.0
100,5300,0.5,2,1,67,3.0
100,5300,0.5,2,1,77,2.0
100,5300,0.5,2,1,69,3.0
100,5300,0.5,2,1,13,3.0
100,5300,0.5,2,1,28430,2.0
100,5300,0.5,2,1,44015,3.0
100,5300,0.5,2,1,42699,3.0
100,5300,0.5,2,1,57975,2.0
100,5300,0.5,2,1,32146,2.0
100,5300,0.75,2,1,42,3.0
100,5300,0.75,2,1,67,2.0
100,5300,0.75,2,1,77,3.0
100,5300,0.75,2,1,69,3.0
100,5300,0.75,2,1,13,2.0
100,5300,0.75,2,1,28430,2.0
100,5300,0.75,2,1,44015,2.0
100,5300,0.75,2,1,42699,2.0
100,5300,0.75,2,1,57975,3.0
100,5300,0.75,2,1,32146,2.0
100,5300,1.0,2,1,42,2.0
100,5300,1.0,2,1,67,3.0
100,5300,1.0,2,1,77,2.0
100,5300,1.0,2,1,69,2.0
100,5300,1.0,2,1,13,2.0
100,5300,1.0,2,1,28430,3.0
100,5300,1.0,2,1,44015,2.0
100,5300,1.0,2,1,42699,2.0
100,5300,1.0,2,1,57975,2.0
100,5300,1.0,2,1,32146,2.0
100,5350,0.0,2,1,42,2.5
100,5350,0.0,2,1,67,2.5
100,5350,0.0,2,1,77,3.5
100,5350,0.0,2,1,69,2.5
100,5350,0.0,2,1,13,2.5
100,5350,0.0,2,1,28430,3.5
100,5350,0.0,2,1,44015,3.5
100,5350,0.0,2,1,42699,3.5
100,5350,0.0,2,1,57975,3.5
100,5350,0.0,2,1,32146,2.5
100,5350,0.25,2,1,42,2.5
100,5350,0.25,2,1,67,2.5
100,5350,0.25,2,1,77,2.5
100,5350,0.25,2,1,69,2.5
100,5350,0.25,2,1,13,3.5
100,5350,0.25,2,1,28430,2.5
100,5350,0.25,2,1,44015,2.5
100,5350,0.25,2,1,42699,2.5
100,5350,0.25,2,1,57975,2.5
100,5350,0.25,2,1,32146,2.5
100,5350,0.5,2,1,42,2.5
100,5350,0.5,2,1,67,2.5
100,5350,0.5,2,1,77,2.5
100,5350,0.5,2,1,69,2.5
100,5350,0.5,2,1,13,2.5
100,5350,0.5,2,1,28430,1.5
100,5350,0.5,2,1,44015,2.5
100,5350,0.5,2,1,42699,2.5
100,5350,0.5,2,1,57975,1.5
100,5350,0.5,2,1,32146,1.5
100,5350,0.75,2,1,42,2.5
100,5350,0.75,2,1,67,1.5
100,5350,0.75,2,1,77,2.5
100,5350,0.75,2,1,69,2.5
100,5350,0.75,2,1,13,1.5
100,5350,0.75,2,1,28430,1.5
100,5350,0.75,2,1,44015,1.5
100,5350,0.75,2,1,42699,2.5
100,5350,0.75,2,1,57975,2.5
100,5350,0.75,2,1,32146,2.5
100,5350,1.0,2,1,42,1.5
100,5350,1.0,2,1,67,3.5
100,5350,1.0,2,1,77,2.5
100,5350,1.0,2,1,69,1.5
100,5350,1.0,2,1,13,1.5
100,5350,1.0,2,1,28430,2.5
100,5350,1.0,2,1,44015,1.5
100,5350,1.0,2,1,42699,2.5
100,5350,1.0,2,1,57975,1.5
100,5350,1.0,2,1,32146,1.5
100,5400,0.0,2,1,42,4.0
100,5400,0.0,2,1,67,3.0
100,5400,0.0,2,1,77,3.0
100,5400,0.0,2,1,69,4.0
100,5400,0.0,2,1,13,2.0
100,5400,0.0,2,1,28430,3.0
100,5400,0.0,2,1,44015,4.0
100,5400,0.0,2,1,42699,4.0
100,5400,0.0,2,1,57975,3.0
100,5400,0.0,2,1,32146,3.0
100,5400,0.25,2,1,42,2.0
100,5400,0.25,2,1,67,2.0
100,5400,0.25,2,1,77,2.0
100,5400,0.25,2,1,69,3.0
100,5400,0.25,2,1,13,3.0
100,5400,0.25,2,1,28430,3.0
100,5400,0.25,2,1,44015,2.0
100,5400,0.25,2,1,42699,3.0
100,5400,0.25,2,1,57975,2.0
100,5400,0.25,2,1,32146,2.0
100,5400,0.5,2,1,42,2.0
100,5400,0.5,2,1,67,2.0
100,5400,0.5,2,1,77,2.0
100,5400,0.5,2,1,69,2.0
100,5400,0.5,2,1,13,3.0
100,5400,0.5,2,1,28430,2.0
100,5400,0.5,2,1,44015,2.0
100,5400,0.5,2,1,42699,2.0
100,5400,0.5,2,1,57975,2.0
100,5400,0.5,2,1,32146,2.0
100,5400,0.75,2,1,42,3.0
100,5400,0.75,2,1,67,2.0
100,5400,0.75,2,1,77,2.0
100,5400,0.75,2,1,69,2.0
100,5400,0.75,2,1,13,2.0
100,5400,0.75,2,1,28430,2.0
100,5400,0.75,2,1,44015,2.0
100,5400,0.75,2,1,42699,2.0
100,5400,0.75,2,1,57975,3.0
100,5400,0.75,2,1,32146,2.0
100,5400,1.0,2,1,42,2.0
100,5400,1.0,2,1,67,3.0
100,5400,1.0,2,1,77,3.0
100,5400,1.0,2,1,69,2.0
100,5400,1.0,2,1,13,2.0
100,5400,1.0,2,1,28430,2.0
100,5400,1.0,2,1,44015,2.0
100,5400,1.0,2,1,42699,3.0
100,5400,1.0,2,1,57975,2.0
100,5400,1.0,2,1,32146,2.0
100,5450,0.0,2,1,42,3.5
100,5450,0.0,2,1,67,2.5
100,5450,0.0,2,1,77,3.5
100,5450,0.0,2,1,69,3.5
100,5450,0.0,2,1,13,2.5
100,5450,0.0,2,1,28430,3.5
100,5450,0.0,2,1,44015,3.5
100,5450,0.0,2,1,42699,3.5
100,5450,0.0,2,1,57975,3.5
100,5450,0.0,2,1,32146,2.5
100,5450,0.25,2,1,42,2.5
100,5450,0.25,2,1,67,2.5
100,5450,0.25,2,1,77,1.5
100,5450,0.25,2,1,69,2.5
100,5450,0.25,2,1,13,3.5
100,5450,0.25,2,1,28430,3.5
100,5450,0.25,2,1,44015,2.5
100,5450,0.25,2,1,42699,2.5
100,5450,0.25,2,1,57975,2.5
100,5450,0.25,2,1,32146,3.5
100,5450,0.5,2,1,42,2.5
100,5450,0.5,2,1,67,2.5
100,5450,0.5,2,1,77,2.5
100,5450,0.5,2,1,69,1.5
100,5450,0.5,2,1,13,2.5
100,5450,0.5,2,1,28430,2.5
100,5450,0.5,2,1,44015,2.5
100,5450,0.5,2,1,42699,2.5
100,5450,0.5,2,1,57975,1.5
100,5450,0.5,2,1,32146,1.5
100,5450,0.75,2,1,42,2.5
100,5450,0.75,2,1,67,2.5
100,5450,0.75,2,1,77,2.5
100,5450,0.75,2,1,69,2.5
100,5450,0.75,2,1,13,1.5
100,5450,0.75,2,1,28430,1.5
100,5450,0.75,2,1,44015,2.5
100,5450,0.75,2,1,42699,2.5
100,5450,0.75,2,1,57975,2.5
100,5450,0.75,2,1,32146,2.5
100,5450,1.0,2,1,42,1.5
100,5450,1.0,2,1,67,2.5
100,5450,1.0,2,1,77,2.5
100,5450,1.0,2,1,69,1.5
100,5450,1.0,2,1,13,1.5
100,5450,1.0,2,1,28430,1.5
100,5450,1.0,2,1,44015,2.5
100,5450,1.0,2,1,42699,2.5
100,5450,1.0,2,1,57975,2.5
100,5450,1.0,2,1,32146,1.5
100,5500,0.0,2,1,42,3.0
100,5500,0.0,2,1,67,3.0
100,5500,0.0,2,1,77,3.0
100,5500,0.0,2,1,69,4.0
100,5500,0.0,2,1,13,3.0
100,5500,0.0,2,1,28430,3.0
100,5500,0.0,2,1,44015,3.0
100,5500,0.0,2,1,42699,4.0
100,5500,0.0,2,1,57975,4.0
100,5500,0.0,2,1,32146,3.0
100,5500,0.25,2,1,42,3.0
100,5500,0.25,2,1,67,3.0
100,5500,0.25,2,1,77,2.0
100,5500,0.25,2,1,69,2.0
100,5500,0.25,2,1,13,4.0
100,5500,0.25,2,1,28430,3.0
100,5500,0.25,2,1,44015,2.0
100,5500,0.25,2,1,42699,2.0
100,5500,0.25,2,1,57975,2.0
100,5500,0.25,2,1,32146,3.0
100,5500,0.5,2,1,42,2.0
100,5500,0.5,2,1,67,2.0
100,5500,0.5,2,1,77,3.0
100,5500,0.5,2,1,69,2.0
100,5500,0.5,2,1,13,2.0
100,5500,0.5,2,1,28430,2.0
100,5500,0.5,2,1,44015,4.0
100,5500,0.5,2,1,42699,3.0
100,5500,0.5,2,1,57975,2.0
100,5500,0.5,2,1,32146,2.0
100,5500,0.75,2,1,42,2.0
100,5500,0.75,2,1,67,3.0
100,5500,0.75,2,1,77,2.0
100,5500,0.75,2,1,69,2.0
100,5500,0.75,2,1,13,2.0
100,5500,0.75,2,1,28430,2.0
100,5500,0.75,2,1,44015,2.0
100,5500,0.75,2,1,42699,2.0
100,5500,0.75,2,1,57975,3.0
100,5500,0.75,2,1,32146,2.0
100,5500,1.0,2,1,42,2.0
100,5500,1.0,2,1,67,2.0
100,5500,1.0,2,1,77,2.0
100,5500,1.0,2,1,69,2.0
100,5500,1.0,2,1,13,2.0
100,5500,1.0,2,1,28430,2.0
100,5500,1.0,2,1,44015,2.0
100,5500,1.0,2,1,42699,2.0
100,5500,1.0,2,1,57975,2.0
100,5500,1.0,2,1,32146,2.0
100,5550,0.0,2,1,42,2.5
100,5550,0.0,2,1,67,2.5
100,5550,0.0,2,1,77,3.5
100,5550,0.0,2,1,69,3.5
100,5550,0.0,2,1,13,2.5
100,5550,0.0,2,1,28430,3.5
100,5550,0.0,2,1,44015,2.5
100,5550,0.0,2,1,42699,3.5
100,5550,0.0,2,1,57975,3.5
100,5550,0.0,2,1,32146,2.5
100,5550,0.25,2,1,42,3.5
100,5550,0.25,2,1,67,2.5
100,5550,0.25,2,1,77,2.5
100,5550,0.25,2,1,69,2.5
100,5550,0.25,2,1,13,3.5
100,5550,0.25,2,1,28430,2.5
100,5550,0.25,2,1,44015,2.5
100,5550,0.25,2,1,42699,2.5
100,5550,0.25,2,1,57975,2.5
100,5550,0.25,2,1,32146,3.5
100,5550,0.5,2,1,42,1.5
100,5550,0.5,2,1,67,2.5
100,5550,0.5,2,1,77,2.5
100,5550,0.5,2,1,69,2.5
100,5550,0.5,2,1,13,1.5
100,5550,0.5,2,1,28430,1.5
100,5550,0.5,2,1,44015,3.5
100,5550,0.5,2,1,42699,2.5
100,5550,0.5,2,1,57975,1.5
100,5550,0.5,2,1,32146,1.5
100,5550,0.75,2,1,42,1.5
100,5550,0.75,2,1,67,2.5
100,5550,0.75,2,1,77,1.5
100,5550,0.75,2,1,69,1.5
100,5550,0.75,2,1,13,1.5
100,5550,0.75,2,1,28430,2.5
100,5550,0.75,2,1,44015,2.5
100,5550,0.75,2,1,42699,2.5
100,5550,0.75,2,1,57975,3.5
100,5550,0.75,2,1,32146,2.5
100,5550,1.0,2,1,42,1.5
100,5550,1.0,2,1,67,1.5
100,5550,1.0,2,1,77,1.5
100,5550,1.0,2,1,69,1.5
100,5550,1.0,2,1,13,2.5
100,5550,1.0,2,1,28430,1.5
100,5550,1.0,2,1,44015,2.5
100,5550,1.0,2,1,42699,2.5
100,5550,1.0,2,1,57975,1.5
100,5550,1.0,2,1,32146,1.5
100,5600,0.0,2,1,42,2.0
100,5600,0.0,2,1,67,2.0
100,5600,0.0,2,1,77,4.0
100,5600,0.0,2,1,69,3.0
100,5600,0.0,2,1,13,3.0
100,5600,0.0,2,1,28430,3.0
100,5600,0.0,2,1,44015,2.0
100,5600,0.0,2,1,42699,4.0
100,5600,0.0,2,1,57975,4.0
100,5600,0.0,2,1,32146,3.0
100,5600,0.25,2,1,42,3.0
100,5600,0.25,2,1,67,3.0
100,5600,0.25,2,1,77,3.0
100,5600,0.25,2,1,69,2.0
100,5600,0.25,2,1,13,4.0
100,5600,0.25,2,1,28430,3.0
100,5600,0.25,2,1,44015,2.0
100,5600,0.25,2,1,42699,3.0
100,5600,0.25,2,1,57975,2.0
100,5600,0.25,2,1,32146,3.0
100,5600,0.5,2,1,42,2.0
100,5600,0.5,2,1,67,2.0
100,5600,0.5,2,1,77,3.0
100,5600,0.5,2,1,69,2.0
100,5600,0.5,2,1,13,2.0
100,5600,0.5,2,1,28430,2.0
100,5600,0.5,2,1,44015,3.0
100,5600,0.5,2,1,42699,2.0
100,5600,0.5,2,1,57975,2.0
100,5600,0.5,2,1,32146,2.0
100,5600,0.75,2,1,42,2.0
100,5600,0.75,2,1,67,2.0
100,5600,0.75,2,1,77,2.0
100,5600,0.75,2,1,69,2.0
100,5600,0.75,2,1,13,2.0
100,5600,0.75,2,1,28430,2.0
100,5600,0.75,2,1,44015,2.0
100,5600,0.75,2,1,42699,2.0
100,5600,0.75,2,1,57975,4.0
100,5600,0.75,2,1,32146,2.0
100,5600,1.0,2,1,42,2.0
100,5600,1.0,2,1,67,2.0
100,5600,1.0,2,1,77,2.0
100,5600,1.0,2,1,69,3.0
100,5600,1.0,2,1,13,2.0
100,5600,1.0,2,1,28430,2.0
100,5600,1.0,2,1,44015,2.0
